,title,total_sales,japan_sales,na_sales,pal_sales,other_sales,platform,developer
12767,Cabela's Alaskan Adventure,0.13,,0.12,,0.01,X360,Activision
12768,Heroes of the Pacific,0.13,,0.1,0.03,,XB,IR Gurus Interactive
12769,NightCaster,0.13,,0.1,0.03,,XB,Jaleco Entertainment
12770,RollerCoaster Tycoon,0.13,,0.1,0.03,,XB,Atari
12771,FIFA World Cup Germany 2006,0.13,,0.1,0.03,,GC,EA Canada
12772,Barbie and The Three Musketeers,0.13,,0.12,,0.01,DS,Activision
12773,Hitman 2: Silent Assassin,0.13,,0.1,0.03,,GC,IO Interactive
12776,Puyo Puyo!! 20th Anniversary,0.13,0.13,,,,3DS,Sonic Team
12777,Ape Escape 3,0.13,,0.06,0.05,0.02,PS2,SCE Japan Studio
12778,Digimon Racing,0.13,,0.09,0.03,,GBA,Griptonite Games
12780,"Crouching Tiger, Hidden Dragon",0.13,,0.06,0.05,0.02,PS2,Light Weight
12781,Eat Lead: The Return of Matt Hazard,0.13,,0.09,0.02,0.01,PS3,Vicious Cycle
12782,Family Fortunes,0.13,,,0.12,0.01,Wii,Mindscape
12783,Last Bronx,0.13,0.13,,,,SAT,Sega
12787,Iridion II,0.13,,0.09,0.03,,GBA,Shin'en GmbH
12788,Momotaro Douchuuki,0.13,0.13,,,,SAT,SIMS
12789,Watch Dogs,0.13,,0.07,0.05,0.01,WiiU,Ubisoft Montreal
12790,Borderlands: Double Game Add-On Pack,0.13,,0.1,0.02,0.01,X360,Gearbox Software
12791,My Baby: First Steps,0.13,,0.12,,0.01,Wii,Nobilis
12792,Whiplash,0.13,,0.06,0.05,0.02,PS2,Crystal Dynamics
12793,Steel Battalion: Heavy Armor,0.13,0.02,0.08,0.02,0.01,X360,From Software
12794,Star Wars: Lethal Alliance,0.13,,0.11,0.01,0.01,PSP,Ubisoft Montreal
12796,Street Fighter IV,0.13,,0.07,0.05,0.02,PC,Capcom / Dimps Corporation
12797,Summon Night: Twin Age,0.13,0.05,0.07,,0.01,DS,Flight-Plan
12799,Golf Club 2,0.13,,0.05,0.06,0.02,PS4,HB Studios
12801,Rango: The Video Game,0.13,,0.06,0.06,0.01,X360,Behaviour Studios
12802,NBA Live 16,0.13,,0.11,0.01,0.01,XOne,EA Tiburon
12803,Puppies 3D,0.13,,0.08,0.04,0.01,3DS,Ubisoft
12804,Destroy All Humans! Path of the Furon,0.13,,0.08,0.04,0.01,X360,Sandblast Games
12805,Margot's Word Brain,0.13,,0.12,,0.01,Wii,Slam Games
12806,Army Men: Soldiers of Misfortune,0.13,,0.12,,0.01,Wii,"Big Blue Bubble, Inc."
12807,Spider-Man: Battle for New York,0.13,,0.12,,0.01,DS,Torus Games
12808,Pop'n Music Portable,0.13,0.13,,,,PSP,Konami
12809,SoulCalibur II (JP weekly data),0.13,0.13,,,,PS2,Namco
12810,Nintendo Puzzle Collection,0.13,0.13,,,,GC,Intelligent Systems
12812,Otogi: Myth of Demons,0.13,0.03,0.08,0.02,,XB,From Software
12813,Victorious: Time to Shine,0.13,,0.12,,0.01,X360,High Voltage Software
12814,Alter Echo,0.13,,0.06,0.05,0.02,PS2,Outrage Games
12815,Deepak Chopra's Leela,0.13,,0.07,0.05,0.01,X360,Curious Pictures
12816,Walt Disney Pictures Presents: The Wild,0.13,,0.09,0.03,,GBA,Climax Group
12817,Deception IV: Blood Ties,0.13,0.07,0.03,0.02,0.01,PS3,Tecmo Koei Games
12818,DreamWorks Super Star Kartz,0.13,,0.08,0.03,0.01,DS,Activision
12819,Puzzle de Harvest Moon,0.13,,0.12,,0.01,DS,Platinum Egg
12821,Metal Max 3,0.13,0.13,,,,DS,Crea-Tech
12822,Rock Band Track Pack Volume 1,0.13,,0.06,0.05,0.02,PS2,Harmonix Music Systems
12823,Fat Princess: Fistful of Cake,0.13,,0.08,0.02,0.02,PSP,SuperVillain Studios
12824,WipeOut 3 The Game,0.13,,0.11,,0.01,WiiU,Behaviour Interactive
12825,Namco Soccer Prime Goal,0.13,0.12,,,0.01,PS,Namco
12826,Persona Dancing: Endless Night Collection,0.13,0.04,0.07,,0.02,PS4,Atlus
12829,NBA 08,0.13,,0.06,0.05,0.02,PS2,SCE San Diego Studio
12830,Rock Band Track Pack Volume 2,0.13,,0.11,,0.01,PS3,Harmonix Music Systems
12831,Goosebumps: The Game,0.13,,0.09,0.02,0.01,NS,WayForward
12832,Tom Clancy's Splinter Cell: Double Agent,0.13,,0.1,0.01,0.01,Wii,Ubisoft Montreal
12833,Akiba's Trip: Undead & Undressed,0.13,0.02,0.09,,0.02,PS4,Acquire
12834,NASCAR Heat 3,0.13,,0.1,,0.02,PS4,Monster Games
12835,Shin Megami Tensei: Digital Devil Saga,0.13,,0.06,0.05,0.02,PS2,Atlus Co.
12837,The Price Is Right 2010 Edition,0.13,,0.12,,0.01,DS,Ludia Inc.
12838,Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,0.13,0.13,,,,PS2,Sammy Studios
12839,Cabela's Dangerous Hunts 2009,0.13,,0.12,,0.01,PS3,Activision
12841,Green Lantern: Rise of the Manhunters,0.13,,0.07,0.04,0.01,X360,Griptonite Games
12842,Mystic Ark,0.13,0.13,,,,SNES,Produce!
12843,Rugby 15,0.13,,0.05,0.06,0.02,PS4,HB Studios
12846,Ty the Tasmanian Tiger 2: Bush Rescue,0.13,,0.09,0.03,,GBA,Krome Studios
12847,Paw Patrol on a Roll,0.13,,,0.12,0.01,NS,Outright Games
12848,Teenage Mutant Ninja Turtles 2: Battle Nexus,0.13,,0.1,0.03,,XB,Konami
12849,007 Legends,0.13,,0.06,0.06,0.01,WiiU,Eurocom
12850,LEGO Racers 2,0.13,,0.06,0.05,0.02,PS2,Attention To Detail
12851,Onechanbara: Bikini Samurai Squad,0.13,,0.11,0.01,0.01,X360,Tamsoft Corporation
12852,Backyard Baseball,0.13,,0.1,0.03,,GC,Humongous Entertainment
12853,Outlast Trinity,0.13,,0.1,0.02,0.01,XOne,Red Barrels
12854,Top Shot Arcade,0.13,,0.12,,0.01,Wii,Activision
12857,Sega GT,0.13,0.13,,,,DC,TOSE Software
12858,SBK 2011: FIM Superbike World Championship,0.13,,0.01,0.09,0.02,PS3,Milestone S.r.l
12859,Legends of Wrestling,0.13,,0.1,0.03,,GC,Acclaim Studios Salt Lake City
12862,Gunstar Heroes,0.13,0.13,,,,GEN,"Treasure Co., Ltd."
12863,All-Star Baseball 2004,0.13,,0.1,0.03,,XB,Acclaim Entertainment
12864,Dokapon Kingdom,0.13,,0.12,,0.01,Wii,Sting
12865,Tamagotchi no Pichi Pichi Omisecchi,0.13,0.13,,,,DS,Bandai Namco Games
12868,Soccer Tsuku: Pro Soccer Club o Tsukurou!,0.13,0.13,,,,PS3,Sega
12869,Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,0.13,,0.09,0.03,,GBA,Nintendo
12870,Portal Runner,0.13,,0.06,0.05,0.02,PS2,3DO
12871,The X-Factor,0.13,,,0.1,0.03,PS3,Deep Silver
12872,Sonic Mania,0.13,,0.09,0.03,0.01,XOne,PagodaWest Games
12873,Warriors Orochi 2,0.13,,0.06,0.05,0.02,PS2,Omega Force
12875,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,0.13,,0.06,0.05,0.02,PS2,Phoenix Games Studio
12876,Assault: Retribution,0.13,,0.07,0.05,0.01,PS,Candle Light Studios
12877,Smart Boy's Gameroom,0.13,,0.12,,0.01,DS,Starfish Inc.
12878,Sengoku Basara 3 Utage,0.13,0.13,,,,Wii,Capcom
12879,Space Bust-A-Move,0.13,,0.1,0.02,0.01,DS,Lancarse
12880,Spartan: Total Warrior,0.13,,0.1,0.03,,XB,The Creative Assembly
12882,City Crisis,0.13,,0.06,0.05,0.02,PS2,Syscom Entertainment
12883,Zapper: One Wicked Cricket!,0.13,,0.1,0.03,,GC,Blitz Games
12884,Mass Effect: Andromeda,0.13,,0.04,0.08,0.01,PC,BioWare Corp.
12885,7 Wonders of the Ancient World,0.13,,0.1,0.01,0.01,DS,Hot Lava Games
12886,Star Wars: Clone Wars,0.13,,0.1,0.03,,XB,Pandemic Studios
12887,Twister Mania,0.13,,0.1,0.01,0.01,X360,Naked Sky
12888,High Rollers Casino,0.13,,0.1,0.03,,XB,Bethesda Softworks
12889,Advent Rising,0.13,,0.1,0.03,,XB,GlyphX Games
12890,Corpse Party: Back to School Edition,0.13,,0.11,,0.01,3DS,Xseed Games
12891,NeverDead,0.13,0.01,0.06,0.04,0.02,PS3,Rebellion Developments
12892,Surf Riders,0.13,,0.07,0.05,0.01,PS,ACOT
12894,Torino 2006,0.13,,0.06,0.05,0.02,PS2,49Games
12895,Utawarerumono: Mask of Truth,0.13,0.07,0.05,,0.01,PS4,Aqua Plus
12896,Nobunaga no Yabou: Ranseiki,0.13,0.13,,,,PS2,Koei / Inis
12897,Derby Stallion Advance,0.13,0.12,,,,GBA,ParityBit
12898,Monopoly Party,0.13,,0.1,0.03,,GC,Runecraft
12899,Snood,0.13,,0.09,0.03,,GBA,Rebellion Developments
12900,TOCA Race Driver 2: Ultimate Racing Simulator,0.13,,0.09,0.03,,XB,Codemasters
12901,Chessmaster: The Art of Learning,0.13,,0.11,,0.02,PSP,Unknown
12902,Monster Jam: Urban Assault,0.13,,0.06,0.05,0.02,PS2,Torus Games
12903,DT Racer,0.13,,0.06,0.05,0.02,PS2,Axis Entertainment
12904,Dynasty Warriors Gundam Reborn,0.13,0.13,,,,PSV,Omega Force
12906,Little Battlers eXperience: Wars,0.13,0.13,,,,3DS,Level 5
12907,Assassin's Creed II: Deluxe Edition,0.13,,,0.1,0.03,PC,Ubisoft Montreal
12908,World Cup Golf: Professional Edition,0.13,,0.07,0.05,0.01,PS,Arc Developments
12909,Black Dawn,0.13,,0.07,0.05,0.01,PS,Black Ops Entertainment
12910,428: Fuusa Sareta Shibuya de,0.13,0.13,,,,Wii,ChunSoft
12911,Classic NES Series: Dr. Mario,0.13,0.13,,,,GBA,Nintendo EAD
12912,Kelly Slater's Pro Surfer,0.13,,0.09,0.03,,GBA,HotGen Studios
12914,Warriors of Might and Magic,0.13,,0.07,0.05,0.01,PS,3DO
12917,Drome Racers,0.13,,0.06,0.05,0.02,PS2,Attention To Detail
12918,Tom Clancy's Splinter Cell: Blacklist,0.13,,0.04,0.07,0.01,WiiU,Ubisoft Shanghai
12919,Shin Megami Tensei: Devil Survivor 2 Record Breaker,0.13,0.1,,0.02,,3DS,Atlus
12920,Dynasty Warriors 5 Empires,0.13,,0.11,0.01,0.01,X360,Omega Force
12921,X-Men: Next Dimension,0.13,,0.1,0.03,,GC,EXAKT Entertainment
12922,Thor: God of Thunder,0.13,,0.08,0.03,0.01,DS,WayForward Technologies
12925,Everybody Dance,0.13,,0.11,,0.02,PS3,SCEE London Studio
12926,Doukyuusei 2,0.13,0.13,,,,SAT,Elf
12927,Hour of Victory,0.13,,0.1,0.01,0.01,X360,Nfusion
12928,SkullMonkeys,0.13,,0.07,0.05,0.01,PS,"The Neverhood, Inc."
12929,Burnout,0.13,,0.09,0.03,,XB,Criterion Games
12930,Deepak Chopra's Leela,0.13,,0.1,0.01,0.01,Wii,Curious Pictures
12932,Jurassic: The Hunted,0.13,,0.12,,0.01,X360,Activision
12933,Gladiator Begins,0.13,0.05,0.05,0.01,0.01,PSP,Acquire
12934,Baroque,0.13,0.02,0.05,0.04,0.01,PS2,Sting
12936,Left Brain Right Brain 2,0.13,,0.12,,0.01,DS,Kokolo Corporation
12937,Indianapolis 500 Legends,0.13,,0.12,,0.01,Wii,Torus Games
12938,The Legend of Heroes: Trails of Cold Steel III,0.13,0.13,,,,PS4,Nihon Falcom Corporation
12939,DJ Max Fever,0.13,,0.11,,0.02,PSP,Pentavision Entertainment
12940,Shimano Xtreme Fishing,0.13,,0.12,,0.01,Wii,eV Interactive
12941,Little Dragons Café,0.13,0.02,0.09,,0.01,NS,Aksys Games
12942,Brothers in Arms: Double Time,0.13,,0.11,,0.01,Wii,Gearbox Software
12943,NBA Ballers: Phenom,0.13,,0.09,0.03,,XB,Midway
12944,The History Channel: Great Battles - Medieval,0.13,,0.08,0.04,0.01,X360,Slitherine Software
12945,Utawarerumono: Mask of Deception,0.13,0.07,0.05,,0.01,PS4,Aqua Plus
12946,Crash Tag Team Racing,0.13,,0.09,0.03,,XB,Radical Entertainment
12947,Freedom Fighters,0.13,,0.1,0.03,,GC,IO Interactive
12948,My Fitness Coach: Club,0.13,,,0.11,0.02,PS3,Ubisoft
12949,Mega Man X Collection,0.13,,0.1,0.03,,GC,Capcom
12950,Mega Man X: Command Mission,0.12,,0.1,0.02,,GC,Capcom
12951,Puzzle Quest 2,0.12,,0.11,,0.01,DS,Infinite Interactive
12953,Impossible Mission,0.12,,0.11,,0.01,DS,System 3 Software
12954,Prototype 2,0.12,,0.09,0.03,0.01,PC,Radical Entertainment
12955,MotoGP 14,0.12,,0.05,0.05,0.02,PS3,Milestone S.r.l.
12956,PixelJunk Monsters Deluxe,0.12,,0.11,,0.02,PSP,Q-Games
12957,Dragon's Crown Pro,0.12,,0.1,,0.02,PS4,Vanillaware
12958,Eat Lead: The Return of Matt Hazard,0.12,,0.1,0.01,0.01,X360,Vicious Cycle
12959,Clock Tower: The First Fear,0.12,0.12,,,0.01,PS,Human Entertainment
12960,Samurai Warriors 4-II,0.12,0.12,,,,PS3,Omega Force
12961,SingStar Vol. 3,0.12,,,0.1,0.02,PS3,SCEE London Studio
12962,Mobile Suit GUNDAM SEED BATTLE DESTINY,0.12,0.12,,,,PSV,Bandai Namco Games
12964,"Kilari: Na-san, Mon Meilleur Ami",0.12,0.12,,,,DS,Konami
12965,Strikers 1945,0.12,,0.07,0.05,0.01,PS,Psikyo
12966,Ochaken no Heya DS,0.12,0.12,,,,DS,MTO
12967,Terraria,0.12,0.06,,0.06,,3DS,Re-Logic
12969,Classic NES Series: Xevious,0.12,0.12,,,,GBA,Nintendo
12970,Karaoke Revolution,0.12,,0.12,,0.01,X360,Blitz Games
12971,Fire ProWrestling S: 6Men Scramble,0.12,0.12,,,,SAT,Human Entertainment
12972,Galidor: Defenders of the Outer Dimension,0.12,,0.09,0.03,,GBA,Tiertex Design Studios
12973,Are You Smarter than a 5th Grader? Game Time,0.12,,0.12,,0.01,X360,THQ
12974,Batman: A Telltale Game Series,0.12,,0.02,0.09,0.02,PS3,Telltale Games
12975,Pryzm Chapter One: The Dark Unicorn,0.12,,0.06,0.05,0.02,PS2,Digital Illusions
12977,Gundam Battle Royale,0.12,0.12,,,,PSP,ArtDink
12978,Rocket League,0.12,,0.03,0.08,0.01,PC,Psyonix Studios
12979,Rango: The Video Game,0.12,,0.07,0.04,0.01,Wii,Behaviour Studios
12980,One Piece: Super Grand Battle! X,0.12,0.12,,,,3DS,Namco Bandai Games
12982,Zenses: Rainforest,0.12,,0.1,0.01,0.01,DS,Shin'en
12983,Obscure: The Aftermath,0.12,,0.11,,0.01,Wii,Hydravision Entertainment
12984,Zen-Nippon Pro Wrestling: Ouja no Kon,0.12,0.12,,,0.01,PS,Human Club
12985,NASCAR 2005: Chase for the Cup,0.12,,0.1,0.02,,GC,EA Tiburon
12986,Jikkyou Powerful Pro Yakyuu 2014,0.12,0.12,,,,PSV,Konami Digital Entertainment
12988,Go! Sudoku,0.12,,0.11,,0.01,PSP,Sumo Digital
12989,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",0.12,0.12,,,,PS2,Bisty
12990,Guilty Gear X,0.12,,0.06,0.05,0.02,PS2,Arc System Works
12991,Venetica,0.12,,0.07,0.03,0.01,PS3,DECK13 Interactive
12992,Neopets Petpet Adventures: The Wand of Wishing,0.12,,0.11,,0.01,PSP,Sony Computer Entertainment America
12993,Mobile Suit Gundam Side Story: Missing Link,0.12,0.12,,,,PS3,B.B. Studio
12995,One Piece: Pirate Warriors 2,0.12,0.12,,,,PSV,Omega Force
12996,Conception II: Children of the Seven Stars,0.12,0.03,0.09,,0.01,3DS,Spike Chunsoft
12997,Reader Rabbit Kindergarten,0.12,,0.12,,0.01,Wii,Graffiti Entertainment
12998,Disney Sing It: Party Hits,0.12,,0.1,0.01,0.01,PS3,Zoe Mode
12999,NHL 2002,0.12,,0.09,0.03,,GBA,BudCat Creations
13001,Detana TwinBee Yahho! Deluxe Pack,0.13,0.13,,,,SAT,Konami
13002,Last Ranker,0.13,0.13,,,,PSP,imageepoch Inc.
13003,Quantum Redshift,0.13,,0.09,0.03,,XB,Curly Monsters
13004,Adventure Time: Finn & Jake Investigations,0.13,,0.05,0.07,0.01,X360,Vicious Cycle
13005,Smash Court Tennis Pro Tournament 2,0.13,,0.06,0.05,0.02,PS2,Namco
13006,Teenage Mutant Ninja Turtles: Arcade Attack,0.13,,0.12,,0.01,DS,Ubisoft
13007,Farming Simulator 17,0.13,,0.04,0.08,0.01,NS,Giants Software
13008,Legends of Wrestling II,0.13,,0.09,0.03,,XB,Acclaim Studios Salt Lake City
13009,Power Pro Kun Pocket 13,0.13,0.13,,,,DS,PawaPuro Production
13010,Armed and Dangerous,0.13,,0.09,0.03,,XB,Planet Moon Studios
13011,Grand Theft Auto: San Andreas,0.13,,0.09,0.02,0.01,XBL,Rockstar North
13012,The Inpatient,0.13,,0.06,0.05,0.02,PS4,Supermassive Games Ltd.
13014,Avatar: The Last Airbender - Into the Inferno,0.13,,0.11,0.01,0.01,DS,Halfbrick Studios
13015,World Soccer Winning Eleven 2002,0.13,0.12,,,0.01,PS,Konami
13016,Actua Tennis,0.13,,0.07,0.05,0.01,PS,Gremlin Interactive
13017,NHL 2K7,0.13,,0.11,,0.01,PS3,2K Sports
13018,Killer is Dead,0.13,0.01,0.09,0.02,0.01,X360,Grasshopper Manufacture
13020,PriPara Mezase! Idol Grand Prix No.1!,0.13,0.13,,,,3DS,Takara Tomy
13021,Need for Speed: ProStreet,0.13,,0.11,0.01,0.01,DS,EA Black Box
13022,Don Bradman Cricket 14,0.13,,0.01,0.09,0.02,PS4,Big Ant Studios
13024,Record of Agarest War Zero,0.13,0.03,0.09,,0.01,PS3,Compile Heart
13027,Diner Dash: Sizzle & Serve,0.12,,0.11,,0.01,PSP,Game Lab / Play First
13029,Monster Truck Madness,0.12,,0.09,0.03,,GBA,Tantalus Interactive
13030,MySims SkyHeroes,0.12,,0.09,0.02,0.02,PS3,The Sims Studio
13031,Puella Magi Madoka Magica Portable,0.12,0.12,,,,PSP,Banpresto
13032,Sonic Jam,0.12,0.12,,,,SAT,Sonic Team
13033,Peter Jacobsen's Golden Tee Golf,0.12,,0.07,0.05,0.01,PS,Incredible Technologies
13035,Sword Art Online: Hollow Fragment,0.12,,,0.11,0.02,PS4,Namco Bandai Games
13038,Disney's Atlantis: The Lost Empire,0.12,,0.09,0.03,,GBA,3d6 Games
13039,SCORE International Baja 1000: The Official Game,0.12,,0.11,0.01,0.01,X360,Left Field Productions
13040,Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,0.12,0.12,,,,SAT,Enix
13041,High Velocity: Mountain Racing Challenge,0.12,0.12,,,,SAT,Cave
13042,MX vs ATV All Out,0.12,,0.09,0.01,0.02,PS4,Rainbow Studios
13043,Zero Escape: Zero Time Dilemma,0.12,0.03,0.08,,0.01,3DS,Chime
13044,Capcom vs. SNK 2: Millionaire Fighting 2001,0.12,0.12,,,,DC,Capcom
13045,Assassin's Creed Chronicles,0.12,0.02,0.01,0.07,0.02,PSV,Climax Studios
13047,Criticom,0.12,,0.07,0.05,0.01,PS,Kronos Digital Entertainment
13048,Farming Simulator 18,0.12,,0.06,0.06,0.01,3DS,Giants Software
13049,Charm Girls Club: My Fashion Mall,0.12,,0.12,,0.01,DS,Electronic Arts Casual Studios
13050,Disney's PK: Out of the Shadows,0.12,,0.06,0.05,0.02,PS2,Ubisoft
13051,Mugen no Frontier: Super Robot Taisen OG Saga EXCEED,0.12,0.12,,,,DS,Monolith Soft
13052,Echo Night,0.12,0.07,0.03,0.02,0.01,PS,From Software
13053,Wild ARMs 5 (jp sales),0.12,0.12,,,,PS2,Media.Vision
13054,Teenage Mutant Ninja Turtles: Mutants in Manhattan,0.12,,0.07,0.03,0.02,PS4,PlatinumGames
13056,Shantae: Half-Genie Hero,0.12,0.01,0.09,0.01,0.01,NS,WayForward Technologies
13057,Colony Wars III: Red Sun,0.12,,0.07,0.05,0.01,PS,Psygnosis
13059,NCIS,0.12,,0.07,0.04,0.02,PS3,Ubisoft
13060,Magic: The Gathering - Battlemage,0.12,,0.07,0.05,0.01,PS,Realtime Associates
13062,Backyard Baseball '09,0.12,,0.11,,0.01,DS,Humongous Entertainment
13063,Ice Age: Dawn of the Dinosaurs,0.12,,0.09,0.03,0.01,X360,Eurocom Entertainment Software
13065,Overstrike,0.12,,0.06,0.04,0.02,PS3,Insomniac Games
13066,Star Trek: Conquest,0.12,,0.11,0.01,0.01,Wii,Bethesda Softworks
13067,Ben 10 Galactic Racing,0.12,,0.08,0.03,0.01,Wii,Monkey Bar Games
13068,Tom Clancy's Ghost Recon,0.12,,0.1,0.01,0.01,Wii,Ubisoft Paris
13070,The King of Fighters '94,0.12,0.12,,,,NG,SNK Corporation
13072,All Kamen Rider: Rider Generation,0.12,0.12,,,,DS,Namco Bandai Games
13075,Taiko Drum Master: Tokumori!,0.12,0.12,,,,WiiU,Namco Bandai Games
13077,The King of Fighters '98 Ultimate Match,0.12,0.03,0.04,0.03,0.01,PS2,SNK Playmore Corporation
13078,Puzzle Quest: Challenge of the Warlords,0.12,,0.06,0.05,0.02,PS2,Infinite Interactive
13079,Guardian's Crusade,0.12,,0.07,0.05,0.01,PS,Tamsoft
13080,Major League Baseball 2K8 Fantasy All-Stars,0.12,,0.11,,0.01,DS,Deep Fried Entertainment
13081,Lemony Snicket's A Series of Unfortunate Events,0.12,,0.09,0.03,,XB,Adrenium Games
13082,Makai Kingdom: Chronicles of the Sacred Tome,0.12,,0.06,0.05,0.02,PS2,Nippon Ichi Software
13083,MotoGP 3 - Official Game of MotoGP,0.12,,0.06,0.05,0.02,PS2,Namco
13086,The Ant Bully,0.12,,0.09,0.02,,GC,Artificial Mind and Movement
13087,M&M's Kart Racing,0.12,,0.11,,0.01,DS,FrontLine Studios
13089,Bomberman Party Edition,0.12,,0.07,0.05,0.01,PS,Metro
13091,Blackwater,0.12,,0.09,0.02,0.01,X360,505 Games
13092,Super Robot Wars V,0.12,0.12,,,,PSV,B.B. Studio
13094,Eyeshield 21: Max Devil Power,0.12,0.12,,,,DS,Eighting
13095,Summon Night 3,0.12,0.12,,,,PSP,Felistella
13096,O.D.T.: Escape... Or Die Trying,0.12,,0.07,0.05,0.01,PS,FDI
13097,Madden NFL 06,0.12,,0.11,,0.01,DS,Exient Entertainment
13100,Break 'Em All,0.12,,0.11,,0.01,DS,Warashi
13101,Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God,0.12,0.12,,,,PSP,Unknown
13102,Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,0.12,0.12,,,,PSP,Capcom
13103,Undead Knights,0.12,0.06,0.05,0.01,0.01,PSP,Team Tachyon
13105,San Goku Shi V,0.12,0.12,,,,SAT,Koei
13107,The Voice,0.12,,0.11,,0.01,WiiU,Zoe Mode
13108,Red Faction II,0.12,,0.09,0.03,,XB,Outrage Games
13109,Daikaijyuu Monogatari II,0.12,0.12,,,,SNES,Birthday
13110,Rock Band Track Pack Volume 2,0.12,,0.06,0.05,0.02,PS2,Harmonix Music Systems
13111,Ninja Reflex,0.12,,0.11,,0.01,Wii,Sanzaru Games
13112,Voodoo Vince,0.12,,0.09,0.03,,XB,Beep Industries
13114,SpongeBob's Surf & Skate Roadtrip,0.12,,0.1,0.01,0.01,DS,THQ
13115,Gundam Memories: Tatakai no Kioku,0.12,0.12,,,,PSP,Namco Bandai Games
13116,Kaijuu Busters,0.12,0.12,,,,DS,Bandai Namco Games
13117,Job Simulator,0.12,,0.1,,0.02,PS4,Owlchemy Labs
13118,EA Replay,0.12,,0.1,,0.02,PSP,Unknown
13119,Ferrari Challenge Trofeo Pirelli,0.12,,0.06,0.05,0.02,PS2,Eutechnyx
13120,Megamind: Ultimate Showdown,0.12,,0.07,0.04,0.01,X360,THQ Australia Studios Pty Ltd.
13121,Virtua Fighter CG Portrait Series Vol.4: Pai Chan,0.12,0.12,,,,SAT,Sega-AM2
13122,Chase: Hollywood Stunt Driver,0.12,,0.09,0.03,,XB,I-Imagine
13123,Dead by Daylight,0.12,,0.08,0.03,0.01,XOne,Behaviour Interactive Inc.
13124,The Smurfs 2,0.12,,0.03,0.08,0.01,X360,Way Forward
13126,Dance Paradise,0.12,,0.1,0.01,0.01,X360,Smackdown Productions
13127,Portal Knights,0.12,0.03,0.02,0.05,0.01,PS4,Keen Games
13128,Darksiders III,0.12,,0.11,,0.01,XOne,Gunfire Games
13129,The X Files: Resist or Serve,0.12,,0.06,0.05,0.02,PS2,Black Ops Entertainment
13130,Horse Life,0.12,,0.09,0.02,0.01,DS,Neko Entertainment
13131,Legend of the Guardians: The Owls of Ga'Hoole,0.12,,0.11,0.01,0.01,DS,Tantalus Interactive
13132,Marvel Avengers: Battle for Earth,0.12,,0.06,0.05,0.01,WiiU,Ubisoft Quebec
13133,Saru! Get You! Million Monkeys,0.12,0.12,,,,PS2,SCEI
13134,Curious George,0.12,,0.06,0.05,0.02,PS2,Monkey Bar Games
13135,Fire Pro Wrestling World,0.12,0.03,0.06,0.02,0.02,PS4,Spike Chunsoft
13136,Conduit 2,0.12,,0.07,0.04,0.01,Wii,High Voltage Software
13137,Fate/Extella Link,0.12,0.12,,,,PS4,Marvelous
13138,Zathura,0.12,,0.06,0.05,0.02,PS2,High Voltage Software
13139,Medarot DS: Kabuto / Kuwagata Ver.,0.12,0.12,,,,DS,Rocket Company
13140,Vampyr,0.12,,0.07,0.04,0.01,XOne,DONTNOD Entertainment
13141,Batman: A Telltale Game Series,0.12,,0.09,0.02,0.01,NS,Telltale Games
13142,Football Manager Classic 2014,0.12,,,0.1,0.03,PSV,Sports Interactive
13144,The Walking Dead - The Telltale Series: A New Frontier,0.12,,0.1,0.01,0.01,XOne,Telltale Games
13145,Kamen Rider: Climax Heroes OOO,0.12,0.12,,,,PSP,Eighting
13146,"Snipperclips Plus: Cut It Out, Together!",0.12,0.1,,0.02,,NS,SFB Games
13148,Love Live! School Idol Paradise,0.12,0.12,,,,PSV,Dingo Inc.
13152,NASCAR Heat 2,0.12,,0.11,,0.01,XOne,Monster Games
13153,Nascar Unleashed,0.12,,0.11,,0.01,X360,Activision
13154,Cel Damage,0.12,,0.09,0.03,,XB,Pseudo Interactive
13155,Shrek: Forever After,0.12,,0.11,,0.01,X360,XPEC Entertainment Inc.
13156,Lovely Lisa,0.12,,0.11,,0.01,DS,Takara Tomy
13157,SSX 3,0.12,,0.09,0.03,,GBA,Visual Impact
13158,Overlord: Raising Hell,0.12,,0.07,0.04,0.02,PS3,4J Studios
13159,Deadliest Catch: Sea of Chaos,0.12,,0.11,,0.01,Wii,Double Tap
13160,Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,0.12,0.12,,,,DS,Bandai Namco Games
13161,My Farm Around the World,0.12,,0.11,,0.01,DS,BIP Games
13162,The God of War Trilogy,0.12,0.03,,0.07,0.02,PS3,SCEA Santa Monica Studio
13163,Tokyo New World Record: Operation Abyss,0.12,0.06,0.04,0.01,0.01,PSV,Experience Inc.
13164,Geometry Wars: Galaxies,0.12,,0.11,,0.01,Wii,Kuju Entertainment
13165,Transformers: War for Cybertron -- Decepticons,0.12,,0.11,0.01,0.01,DS,Vicarious Visions
13166,Cabela's Dangerous Hunts 2011,0.12,,0.11,,0.01,DS,Sproing Interactive Media GMBH
